Gene stable ID,NCBI gene (formerly Entrezgene) ID,HGNC symbol
ENSG00000213999,4207,MEF2B
ENSG00000081189,4208,MEF2C
ENSG00000116604,4209,MEF2D
ENSG00000103313,4210,MEFV
ENSG00000143995,4211,MEIS1
ENSG00000095015,4214,MAP3K1
ENSG00000198909,4215,MAP3K3
ENSG00000085511,4216,MAP3K4
ENSG00000197442,4217,MAP3K5
ENSG00000167461,4218,RAB8A
ENSG00000133895,4221,MEN1
ENSG00000112818,4224,MEP1A
ENSG00000141434,4225,MEP1B
ENSG00000105976,4233,MET
ENSG00000100060,4242,MFNG
ENSG00000131446,4245,MGAT1
ENSG00000168282,4247,MGAT2
ENSG00000128268,4248,MGAT3
ENSG00000152127,4249,MGAT5
ENSG00000049130,4254,KITLG
ENSG00000008394,4257,MGST1
ENSG00000085871,4258,MGST2
ENSG00000143198,4259,MGST3
ENSG00000179583,4261,CIITA
ENSG00000002586,4267,CD99
ENSG00000104763,427,ASAH1
ENSG00000238289,4277,MICB
ENSG00000231179,4277,MICB
ENSG00000234218,4277,MICB
ENSG00000224378,4277,MICB
ENSG00000227772,4277,MICB
ENSG00000231372,4277,MICB
ENSG00000206449,4277,MICB
ENSG00000204516,4277,MICB
ENSG00000101871,4281,MID1
ENSG00000276701,4282,MIF
ENSG00000240972,4282,MIF
ENSG00000138755,4283,CXCL9
ENSG00000187098,4286,MITF
ENSG00000066427,4287,ATXN3
ENSG00000178053,4291,MLF1
ENSG00000076242,4292,MLH1
ENSG00000006432,4293,MAP3K9
ENSG00000130758,4294,MAP3K10
ENSG00000096395,4295,MLN
ENSG00000173327,4296,MAP3K11
ENSG00000118058,4297,KMT2A
ENSG00000130382,4298,MLLT1
ENSG00000172493,4299,AFF1
ENSG00000087085,43,ACHE
ENSG00000171843,4300,MLLT3
ENSG00000130396,4301,AFDN
ENSG00000184481,4303,FOXO4
ENSG00000151623,4306,NR3C2
ENSG00000196549,4311,MME
ENSG00000196611,4312,MMP1
ENSG00000087245,4313,MMP2
ENSG00000149968,4314,MMP3
ENSG00000137673,4316,MMP7
ENSG00000100985,4318,MMP9
ENSG00000141505,432,ASGR1
ENSG00000137745,4322,MMP13
ENSG00000157227,4323,MMP14
ENSG00000283992,432355,SLURP2
ENSG00000102996,4324,MMP15
ENSG00000156103,4325,MMP16
ENSG00000198598,4326,MMP17
ENSG00000119711,4329,ALDH6A1
ENSG00000161944,433,ASGR2
ENSG00000020426,4331,MNAT1
ENSG00000124615,4337,MOCS1
ENSG00000164172,4338,MOCS2
ENSG00000101440,434,ASIP
ENSG00000172680,4342,MOS
ENSG00000126522,435,ASL
ENSG00000103152,4350,MPG
ENSG00000178802,4351,MPI
ENSG00000117400,4352,MPL
ENSG00000005381,4353,MPO
ENSG00000128309,4357,MPST
ENSG00000115204,4358,MPV17
ENSG00000158887,4359,MPZ
ENSG00000260314,4360,MRC1
ENSG00000020922,4361,MRE11
ENSG00000278183,4363,ABCC1
ENSG00000103222,4363,ABCC1
ENSG00000196433,438,ASMT
ENSG00000204010,439996,IFIT1B
ENSG00000070669,440,ASNS
ENSG00000262607,440073,IQSEC3
ENSG00000120645,440073,IQSEC3
ENSG00000196946,440077,ZNF705A
ENSG00000188375,440093,H3-5
ENSG00000253710,440138,ALG11
ENSG00000257115,440153,OR11H12
ENSG00000015133,440193,CCDC88C
ENSG00000128829,440275,EIF2AK4
ENSG00000137766,440279,UNC13C
ENSG00000284810,440387,CTRB2
ENSG00000168928,440387,CTRB2
ENSG00000214456,440503,PLIN5
ENSG00000081665,440515,ZNF506
ENSG00000283201,440519,
ENSG00000196081,440519,ZNF724
ENSG00000233954,440567,UQCRHL
ENSG00000203814,440689,H2BC18
ENSG00000197769,440738,MAP1LC3C
ENSG00000163738,441024,MTHFD2L
ENSG00000182111,441234,ZNF716
ENSG00000214300,441272,SPDYE3
ENSG00000205238,441273,SPDYE2
ENSG00000176269,441308,OR4F21
ENSG00000198435,441478,NRARP
ENSG00000226784,441531,PGAM4
ENSG00000172769,441608,OR5B3
ENSG00000170605,441639,OR9K2
ENSG00000182652,441669,OR4Q3
ENSG00000176299,441670,OR4M1
ENSG00000196289,441925,BECN2
ENSG00000197437,441933,OR13G1
ENSG00000174473,442117,GALNTL6
ENSG00000226832,442184,OR2B3
ENSG00000231319,442184,OR2B3
ENSG00000233687,442184,OR2B3
ENSG00000233054,442184,OR2B3
ENSG00000233180,442184,OR2B3
ENSG00000225736,442184,OR2B3
ENSG00000206524,442184,OR2B3
ENSG00000204703,442184,OR2B3
ENSG00000206523,442185,OR2J1
ENSG00000234305,442185,OR2J1
ENSG00000235632,442185,OR2J1
ENSG00000226931,442185,OR2J1
ENSG00000225441,442185,OR2J1
ENSG00000234804,442185,OR2J1
ENSG00000226192,442185,OR2J1
ENSG00000204702,442185,OR2J1
ENSG00000233636,442186,OR2J3
ENSG00000232178,442186,OR2J3
ENSG00000226271,442186,OR2J3
ENSG00000230855,442186,OR2J3
ENSG00000233618,442186,OR2J3
ENSG00000206522,442186,OR2J3
ENSG00000229866,442186,OR2J3
ENSG00000204701,442186,OR2J3
ENSG00000234100,442191,OR14J1
ENSG00000236927,442191,OR14J1
ENSG00000112459,442191,OR14J1
ENSG00000234195,442191,OR14J1
ENSG00000237777,442191,OR14J1
ENSG00000225291,442191,OR14J1
ENSG00000204695,442191,OR14J1
ENSG00000235441,442194,OR10C1
ENSG00000230505,442194,OR10C1
ENSG00000232397,442194,OR10C1
ENSG00000220550,442194,OR10C1
ENSG00000224234,442194,OR10C1
ENSG00000204689,442194,OR10C1
ENSG00000229412,442194,OR10C1
ENSG00000206474,442194,OR10C1
ENSG00000214652,442319,ZNF727
ENSG00000285071,442361,OR2A2
ENSG00000221989,442361,OR2A2
ENSG00000170092,442590,SPDYE5
ENSG00000199080,442890,MIR133B
ENSG00000199059,442891,MIR135B
ENSG00000199053,442898,MIR324
ENSG00000199090,442900,MIR326
ENSG00000284544,442902,MIR330
ENSG00000199172,442903,MIR331
ENSG00000199043,442904,MIR335
ENSG00000199082,442909,MIR342
ENSG00000198984,442910,MIR345
ENSG00000199143,442918,MIR373
ENSG00000108381,443,ASPA
ENSG00000128641,4430,MYO1B
ENSG00000095002,4436,MSH2
ENSG00000113318,4437,MSH3
ENSG00000198363,444,ASPH
ENSG00000135097,4440,MSI1
ENSG00000130707,445,ASS1
ENSG00000213648,445329,SULT1A4
ENSG00000147065,4478,MSN
ENSG00000038945,4481,MSR1
ENSG00000173531,4485,MST1
ENSG00000164078,4486,MST1R
ENSG00000163132,4487,MSX1
ENSG00000120149,4488,MSX2
ENSG00000205362,4489,MT1A
ENSG00000169688,4490,MT1B
ENSG00000169715,4493,MT1E
ENSG00000198417,4494,MT1F
ENSG00000125144,4495,MT1G
ENSG00000205358,4496,MT1H
ENSG00000205364,4499,MT1M
ENSG00000187193,4501,MT1X
ENSG00000125148,4502,MT2A
ENSG00000099810,4507,MTAP
ENSG00000198899,4508,MT-ATP6
ENSG00000228253,4509,MT-ATP8
ENSG00000198804,4512,MT-CO1
ENSG00000198712,4513,MT-CO2
ENSG00000198938,4514,MT-CO3
ENSG00000214827,4515,MTCP1
ENSG00000198727,4519,MT-CYB
ENSG00000100714,4522,MTHFD1
ENSG00000177000,4524,MTHFR
ENSG00000171100,4534,MTM1
ENSG00000198888,4535,MT-ND1
ENSG00000198763,4536,MT-ND2
ENSG00000198840,4537,MT-ND3
ENSG00000198886,4538,MT-ND4
ENSG00000212907,4539,MT-ND4L
ENSG00000198786,4540,MT-ND5
ENSG00000198695,4541,MT-ND6
ENSG00000142347,4542,MYO1F
ENSG00000168412,4543,MTNR1A
ENSG00000134640,4544,MTNR1B
ENSG00000138823,4547,MTTP
ENSG00000116984,4548,MTR
ENSG00000278466,4583,MUC2
ENSG00000284971,4583,MUC2
ENSG00000198788,4583,MUC2
ENSG00000215182,4586,MUC5AC
ENSG00000283158,4586,MUC5AC
ENSG00000171195,4589,MUC7
ENSG00000108395,4591,TRIM37
ENSG00000146085,4594,MMUT
ENSG00000132781,4595,MUTYH
ENSG00000167508,4597,MVD
ENSG00000110921,4598,MVK
ENSG00000157601,4599,MX1
ENSG00000183486,4600,MX2
ENSG00000118513,4602,MYB
ENSG00000101057,4605,MYBL2
ENSG00000134571,4607,MYBPC3
ENSG00000136997,4609,MYC
ENSG00000134323,4613,MYCN
ENSG00000172936,4615,MYD88
ENSG00000099860,4616,GADD45B
ENSG00000111049,4617,MYF5
ENSG00000109061,4619,MYH1
ENSG00000117601,462,SERPINC1
ENSG00000125414,4620,MYH2
ENSG00000109063,4621,MYH3
ENSG00000264424,4622,MYH4
ENSG00000197616,4624,MYH6
ENSG00000092054,4625,MYH7
ENSG00000133020,4626,MYH8
ENSG00000100345,4627,MYH9
ENSG00000133026,4628,MYH10
ENSG00000276480,4629,MYH11
ENSG00000133392,4629,MYH11
ENSG00000140836,463,ZFHX3
ENSG00000168530,4632,MYL1
ENSG00000111245,4633,MYL2
ENSG00000160808,4634,MYL3
ENSG00000198336,4635,MYL4
ENSG00000215375,4636,MYL5
ENSG00000092841,4637,MYL6
ENSG00000065534,4638,MYLK
ENSG00000166866,4640,MYO1A
ENSG00000197879,4641,MYO1C
ENSG00000176658,4642,MYO1D
ENSG00000157483,4643,MYO1E
ENSG00000197535,4644,MYO5A
ENSG00000167306,4645,MYO5B
ENSG00000196586,4646,MYO6
ENSG00000137474,4647,MYO7A
ENSG00000169994,4648,MYO7B
ENSG00000066933,4649,MYO9A
ENSG00000099331,4650,MYO9B
ENSG00000145555,4651,MYO10
ENSG00000129152,4654,MYOD1
ENSG00000058272,4659,PPP1R12A
ENSG00000123268,466,ATF1
ENSG00000077157,4660,PPP1R12B
ENSG00000196531,4666,NACA
ENSG00000198951,4668,NAGA
ENSG00000108784,4669,NAGLU
ENSG00000099783,4670,HNRNPM
ENSG00000276068,4671,NAIP
ENSG00000278613,4671,NAIP
ENSG00000249437,4671,NAIP
ENSG00000134440,4677,NARS1
ENSG00000128272,468,ATF4
ENSG00000158747,4681,NBL1
ENSG00000104320,4683,NBN
ENSG00000149294,4684,NCAM1
ENSG00000154654,4685,NCAM2
ENSG00000136937,4686,NCBP1
ENSG00000116701,4688,NCF2
ENSG00000275990,4689,NCF4
ENSG00000100365,4689,NCF4
ENSG00000158092,4690,NCK1
ENSG00000115053,4691,NCL
ENSG00000125356,4694,NDUFA1
ENSG00000131495,4695,NDUFA2
ENSG00000276061,4696,NDUFA3
ENSG00000276766,4696,NDUFA3
ENSG00000275724,4696,NDUFA3
ENSG00000276220,4696,NDUFA3
ENSG00000278365,4696,NDUFA3
ENSG00000277722,4696,NDUFA3
ENSG00000273642,4696,NDUFA3
ENSG00000274359,4696,NDUFA3
ENSG00000275605,4696,NDUFA3
ENSG00000170906,4696,NDUFA3
ENSG00000189043,4697,NDUFA4
ENSG00000128609,4698,NDUFA5
ENSG00000131473,47,ACLY
ENSG00000277365,4700,NDUFA6
ENSG00000273397,4700,NDUFA6
ENSG00000272765,4700,NDUFA6
ENSG00000281013,4700,NDUFA6
ENSG00000184983,4700,NDUFA6
ENSG00000267855,4701,NDUFA7
ENSG00000119421,4702,NDUFA8
ENSG00000139180,4704,NDUFA9
ENSG00000130414,4705,NDUFA10
ENSG00000004779,4706,NDUFAB1
ENSG00000183648,4707,NDUFB1
ENSG00000090266,4708,NDUFB2
ENSG00000119013,4709,NDUFB3
ENSG00000138363,471,ATIC
ENSG00000065518,4710,NDUFB4
ENSG00000136521,4711,NDUFB5
ENSG00000165264,4712,NDUFB6
ENSG00000099795,4713,NDUFB7
ENSG00000166136,4714,NDUFB8
ENSG00000147684,4715,NDUFB9
ENSG00000140990,4716,NDUFB10
ENSG00000109390,4717,NDUFC1
ENSG00000151366,4718,NDUFC2
ENSG00000283447,4719,NDUFS1
ENSG00000023228,4719,NDUFS1
ENSG00000149311,472,ATM
ENSG00000158864,4720,NDUFS2
ENSG00000285387,4722,NDUFS3
ENSG00000213619,4722,NDUFS3
ENSG00000167792,4723,NDUFV1
ENSG00000164258,4724,NDUFS4
ENSG00000168653,4725,NDUFS5
ENSG00000145494,4726,NDUFS6
ENSG00000110717,4728,NDUFS8
ENSG00000178127,4729,NDUFV2
ENSG00000160194,4731,NDUFV3
ENSG00000069869,4734,NEDD4
ENSG00000168385,4735,SEPTIN2
ENSG00000198755,4736,RPL10A
ENSG00000104722,4741,NEFM
ENSG00000277858,474381,H2AB2
ENSG00000274183,474382,H2AB1
ENSG00000100285,4744,NEFH
ENSG00000277586,4747,NEFL
ENSG00000177556,475,ATOX1
ENSG00000067141,4756,NEO1
ENSG00000184494,4758,NEU1
ENSG00000234343,4758,NEU1
ENSG00000228691,4758,NEU1
ENSG00000227315,4758,NEU1
ENSG00000223957,4758,NEU1
ENSG00000234846,4758,NEU1
ENSG00000227129,4758,NEU1
ENSG00000204386,4758,NEU1
ENSG00000115488,4759,NEU2
ENSG00000163399,476,ATP1A1
ENSG00000162992,4760,NEUROD1
ENSG00000181965,4762,NEUROG1
ENSG00000196712,4763,NF1
ENSG00000018625,477,ATP1A2
ENSG00000186575,4771,NF2
ENSG00000131196,4772,NFATC1
ENSG00000101096,4773,NFATC2
ENSG00000072736,4775,NFATC3
ENSG00000285485,4776,NFATC4
ENSG00000100968,4776,NFATC4
ENSG00000105409,478,ATP1A3
ENSG00000116044,4780,NFE2L2
ENSG00000165030,4783,NFIL3
ENSG00000075673,479,ATP12A
ENSG00000109320,4790,NFKB1
ENSG00000077150,4791,NFKB2
ENSG00000100906,4792,NFKBIA
ENSG00000282905,4793,NFKBIB
ENSG00000104825,4793,NFKBIB
ENSG00000146232,4794,NFKBIE
ENSG00000086102,4799,NFX1
ENSG00000122729,48,ACO1
ENSG00000132681,480,ATP1A4
ENSG00000001167,4800,NFYA
ENSG00000120837,4801,NFYB
ENSG00000066136,4802,NFYC
ENSG00000134259,4803,NGF
ENSG00000064300,4804,NGFR
ENSG00000100138,4809,SNU13
ENSG00000143153,481,ATP1B1
ENSG00000129244,482,ATP1B2
ENSG00000125820,4821,NKX2-2
ENSG00000167034,4824,NKX3-1
ENSG00000163623,4825,NKX6-1
ENSG00000197696,4828,NMB
ENSG00000135577,4829,NMBR
ENSG00000069849,483,ATP1B3
ENSG00000239672,4830,NME1
ENSG00000243678,4831,NME2
ENSG00000103024,4832,NME3
ENSG00000103202,4833,NME4
ENSG00000166741,4837,NNMT
ENSG00000156574,4838,NODAL
ENSG00000089250,4842,NOS1
ENSG00000007171,4843,NOS2
ENSG00000164867,4846,NOS3
ENSG00000111596,4848,CNOT2
ENSG00000274941,4849,CNOT3
ENSG00000277114,4849,CNOT3
ENSG00000273943,4849,CNOT3
ENSG00000275979,4849,CNOT3
ENSG00000274176,4849,CNOT3
ENSG00000277615,4849,CNOT3
ENSG00000276082,4849,CNOT3
ENSG00000274616,4849,CNOT3
ENSG00000277600,4849,CNOT3
ENSG00000088038,4849,CNOT3
ENSG00000080802,4850,CNOT4
ENSG00000148400,4851,NOTCH1
ENSG00000122585,4852,NPY
ENSG00000134250,4853,NOTCH2
ENSG00000074181,4854,NOTCH3
ENSG00000238196,4855,NOTCH4
ENSG00000223355,4855,NOTCH4
ENSG00000232339,4855,NOTCH4
ENSG00000235396,4855,NOTCH4
ENSG00000234876,4855,NOTCH4
ENSG00000206312,4855,NOTCH4
ENSG00000204301,4855,NOTCH4
ENSG00000137731,486,FXYD2
ENSG00000198805,4860,PNP
ENSG00000170485,4862,NPAS2
ENSG00000141458,4864,NPC1
ENSG00000196296,487,ATP2A1
ENSG00000175206,4878,NPPA
ENSG00000120937,4879,NPPB
ENSG00000174437,488,ATP2A2
ENSG00000163273,4880,NPPC
ENSG00000169418,4881,NPR1
ENSG00000159899,4882,NPR2
ENSG00000164128,4886,NPY1R
ENSG00000185149,4887,NPY2R
ENSG00000164129,4889,NPY5R
ENSG00000074370,489,ATP2A3
ENSG00000110911,4891,SLC11A2
ENSG00000213281,4893,NRAS
ENSG00000091129,4897,NRCAM
ENSG00000106459,4899,NRF1
ENSG00000070961,490,ATP2B1
ENSG00000171119,4902,NRTN
ENSG00000278174,4905,NSF
ENSG00000276262,4905,NSF
ENSG00000073969,4905,NSF
ENSG00000135318,4907,NT5E
ENSG00000185652,4908,NTF3
ENSG00000225950,4909,NTF4
ENSG00000157087,491,ATP2B2
ENSG00000065057,4913,NTHL1
ENSG00000198400,4914,NTRK1
ENSG00000148053,4915,NTRK2
ENSG00000140538,4916,NTRK3
ENSG00000162068,4917,NTN3
ENSG00000185483,4919,ROR1
ENSG00000067842,492,ATP2B3
ENSG00000169071,4920,ROR2
ENSG00000133636,4922,NTS
ENSG00000101188,4923,NTSR1
ENSG00000108559,4927,NUP88
ENSG00000110713,4928,NUP98
ENSG00000153234,4929,NR4A2
ENSG00000058668,493,ATP2B4
ENSG00000143748,4931,NVL
ENSG00000183513,493753,COA5
ENSG00000089127,4938,OAS1
ENSG00000164294,493869,GPX8
ENSG00000111335,4939,OAS2
ENSG00000144362,493911,PHOSPHO2
ENSG00000111331,4940,OAS3
ENSG00000143942,494143,CHAC2
ENSG00000065154,4942,OAT
ENSG00000198973,494324,MIR375
ENSG00000283935,494335,MIR423
ENSG00000263042,494551,WEE2
ENSG00000214102,494551,WEE2
ENSG00000105675,495,ATP4A
ENSG00000122126,4952,OCRL
ENSG00000115758,4953,ODC1
ENSG00000288359,496,ATP4B
ENSG00000186009,496,ATP4B
ENSG00000105953,4967,OGDH
ENSG00000114026,4968,OGG1
ENSG00000173391,4973,OLR1
ENSG00000198836,4976,OPA1
ENSG00000152234,498,ATP5F1A
ENSG00000164761,4982,TNFRSF11B
ENSG00000116329,4985,OPRD1
ENSG00000082556,4986,OPRK1
ENSG00000171217,49861,CLDN20
ENSG00000277044,4987,OPRL1
ENSG00000125510,4987,OPRL1
ENSG00000112038,4988,OPRM1
ENSG00000184166,4991,OR1D2
ENSG00000168124,4992,OR1F1
ENSG00000168158,4993,OR2C1
ENSG00000180090,4994,OR3A1
ENSG00000221882,4995,OR3A2
ENSG00000085840,4998,ORC1
ENSG00000115942,4999,ORC2
ENSG00000100412,50,ACO2
ENSG00000115947,5000,ORC4
ENSG00000164815,5001,ORC5
ENSG00000099985,5008,OSM
ENSG00000036473,5009,OTC
ENSG00000164904,501,ALDH7A1
ENSG00000013297,5010,CLDN11
ENSG00000115507,5013,OTX1
ENSG00000155463,5018,OXA1L
ENSG00000083720,5019,OXCT1
ENSG00000101405,5020,OXT
ENSG00000180914,5021,OXTR
ENSG00000108405,5023,P2RX1
ENSG00000109991,5024,P2RX3
ENSG00000135124,5025,P2RX4
ENSG00000083454,5026,P2RX5
ENSG00000089041,5027,P2RX7
ENSG00000169860,5028,P2RY1
ENSG00000175591,5029,P2RY2
ENSG00000186912,5030,P2RY4
ENSG00000171631,5031,P2RY6
ENSG00000244165,5032,P2RY11
ENSG00000122884,5033,P4HA1
ENSG00000185624,5034,P4HB
ENSG00000262315,504189,OR8U8
ENSG00000281038,504190,OR8U9
ENSG00000262191,504191,OR9G9
ENSG00000151846,5042,PABPC3
ENSG00000140564,5045,FURIN
ENSG00000007168,5048,PAFAH1B1
ENSG00000048392,50484,RRM2B
ENSG00000100078,50487,PLA2G3
ENSG00000168092,5049,PAFAH1B2
ENSG00000079462,5050,PAFAH1B3
ENSG00000140279,50506,DUOX2
ENSG00000086991,50507,NOX4
ENSG00000080573,50509,COL5A3
ENSG00000158006,5051,PAFAH2
ENSG00000139351,50511,SYCP3
ENSG00000171310,50515,CHST11
ENSG00000117450,5052,PRDX1
ENSG00000171759,5053,PAH
ENSG00000106366,5054,SERPINE1
ENSG00000197632,5055,SERPINB2
ENSG00000149269,5058,PAK1
ENSG00000110955,506,ATP5F1B
ENSG00000162891,50604,IL20
ENSG00000175520,50613,UBQLN3
ENSG00000288490,50614,GALNT9
ENSG00000182870,50614,GALNT9
ENSG00000103522,50615,IL21R
ENSG00000127318,50616,IL22
ENSG00000105929,50617,ATP6V0A4
ENSG00000180370,5062,PAK2
ENSG00000077264,5063,PAK3
ENSG00000130643,50632,CALY
ENSG00000136002,50649,ARHGEF4
ENSG00000122859,50674,NEUROG3
ENSG00000080511,50700,RDH8
ENSG00000185345,5071,PRKN
ENSG00000274829,5073,PARN
ENSG00000140694,5073,PARN
ENSG00000135903,5077,PAX3
ENSG00000106331,5078,PAX4
ENSG00000196092,5079,PAX5
ENSG00000007372,5080,PAX6
ENSG00000153317,50807,ASAP1
ENSG00000147853,50808,AK3
ENSG00000009709,5081,PAX7
ENSG00000147383,50814,NSDHL
ENSG00000127362,50831,TAS2R3
ENSG00000127364,50832,TAS2R4
ENSG00000128519,50833,TAS2R16
ENSG00000169777,50834,TAS2R1
ENSG00000273086,50835,TAS2R9
ENSG00000273713,50835,TAS2R9
ENSG00000121381,50835,TAS2R9
ENSG00000272712,50836,TAS2R8
ENSG00000277316,50836,TAS2R8
ENSG00000121314,50836,TAS2R8
ENSG00000273326,50837,TAS2R7
ENSG00000274327,50837,TAS2R7
ENSG00000121377,50837,TAS2R7
ENSG00000273457,50838,TAS2R13
ENSG00000277254,50838,TAS2R13
ENSG00000212128,50838,TAS2R13
ENSG00000272805,50839,TAS2R10
ENSG00000277238,50839,TAS2R10
ENSG00000121318,50839,TAS2R10
ENSG00000261984,50840,TAS2R14
ENSG00000276541,50840,TAS2R14
ENSG00000212127,50840,TAS2R14
ENSG00000139549,50846,DHH
ENSG00000158769,50848,F11R
ENSG00000102981,50855,PARD6A
ENSG00000185630,5087,PBX1
ENSG00000165629,509,ATP5F1C
ENSG00000167081,5090,PBX3
ENSG00000173599,5091,PC
ENSG00000166228,5092,PCBD1
ENSG00000169564,5093,PCBP1
ENSG00000064309,50937,CDON
ENSG00000197111,5094,PCBP2
ENSG00000128655,50940,PDE11A
ENSG00000049768,50943,FOXP3
ENSG00000161681,50944,SHANK1
ENSG00000175198,5095,PCCA
ENSG00000114054,5096,PCCB
ENSG00000167941,50964,SOST
ENSG00000161533,51,ACOX1
ENSG00000119723,51004,COQ6
ENSG00000162066,51005,AMDHD2
ENSG00000072849,51009,DERL2
ENSG00000107371,51010,EXOSC3
ENSG00000171311,51013,EXOSC1
ENSG00000120860,51019,WASHC3
ENSG00000111906,51020,HDDC2
ENSG00000182180,51021,MRPS16
ENSG00000163319,51023,MRPS18C
ENSG00000214253,51024,FIS1
ENSG00000136100,51028,VPS36
ENSG00000215704,51032,CELA2B
ENSG00000162191,51035,UBXN1
ENSG00000188488,5104,SERPINA5
ENSG00000124253,5105,PCK1
ENSG00000071677,51052,PRLH
ENSG00000002549,51056,LAP3
ENSG00000285241,5106,PCK2
ENSG00000100889,5106,PCK2
ENSG00000117862,51060,TXNDC12
ENSG00000185088,51065,RPS27L
ENSG00000139131,51067,YARS2
ENSG00000169251,51068,NMD3
ENSG00000112651,51069,MRPL2
ENSG00000023697,51071,DERA
ENSG00000105364,51073,MRPL4
ENSG00000149089,51074,APIP
ENSG00000119616,51077,FCF1
ENSG00000186010,51079,NDUFA13
ENSG00000125445,51081,MRPS7
ENSG00000186184,51082,POLR1D
ENSG00000069482,51083,GAL
ENSG00000165475,51084,CRYL1
ENSG00000009950,51085,MLXIPL
ENSG00000109618,51091,SEPSECS
ENSG00000159346,51094,ADIPOR1
ENSG00000011260,51096,UTP18
ENSG00000011198,51099,ABHD5
ENSG00000097033,51100,SH3GLB1
ENSG00000116353,51102,MECR
ENSG00000137806,51103,NDUFAF1
ENSG00000117362,51107,APH1A
ENSG00000072042,51109,RDH11
ENSG00000132646,5111,PCNA
ENSG00000110066,51111,KMT5B
ENSG00000122140,51116,MRPS2
ENSG00000126524,51119,SBDS
ENSG00000037241,51121,RPL26L1
ENSG00000152700,51128,SAR1B
ENSG00000167772,51129,ANGPTL4
ENSG00000198001,51135,IRAK4
ENSG00000144635,51143,DYNC1LI1
ENSG00000149084,51144,HSD17B12
ENSG00000285339,51160,VPS28
ENSG00000160948,51160,VPS28
ENSG00000132912,51164,DCTN4
ENSG00000109576,51166,AADAT
ENSG00000065615,51167,CYB5R4
ENSG00000091536,51168,MYO15A
ENSG00000198189,51170,HSD17B11
ENSG00000103174,51172,NAGPA
ENSG00000108423,51174,TUBD1
ENSG00000074935,51175,TUBE1
ENSG00000138795,51176,LEF1
ENSG00000116882,51179,HAO2
ENSG00000169738,51181,DCXR
ENSG00000137876,51187,RSL24D1
ENSG00000131165,5119,CHMP1A
ENSG00000086200,51194,IPO11
ENSG00000138193,51196,PLCE1
ENSG00000278670,51206,GP6
ENSG00000274566,51206,GP6
ENSG00000274050,51206,GP6
ENSG00000275633,51206,GP6
ENSG00000277439,51206,GP6
ENSG00000275931,51206,GP6
ENSG00000276065,51206,GP6
ENSG00000276211,51206,GP6
ENSG00000278316,51206,GP6
ENSG00000088053,51206,GP6
ENSG00000066405,51208,CLDN18
ENSG00000123570,51209,RAB9B
ENSG00000185808,51227,PIGP
ENSG00000133983,51241,COX16
ENSG00000164054,51246,SHISA5
ENSG00000122643,51251,NT5C3A
ENSG00000145979,51256,TBC1D7
ENSG00000185414,51263,MRPL30
ENSG00000108826,51264,MRPL27
ENSG00000165682,51266,CLEC1B
ENSG00000179761,51268,PIPOX
ENSG00000177951,51272,BET1L
ENSG00000109787,51274,KLF3
ENSG00000180479,51276,ZNF571
ENSG00000196664,51284,TLR7
ENSG00000181924,51287,COA4
ENSG00000277069,51289,RXFP3
ENSG00000182631,51289,RXFP3
ENSG00000284752,51292,GMPR2
ENSG00000100938,51292,GMPR2
ENSG00000130159,51295,ECSIT
ENSG00000099624,513,ATP5F1D
ENSG00000161217,5130,PCYT1A
ENSG00000176928,51301,GCNT4
ENSG00000146233,51302,CYP39A1
ENSG00000169427,51305,KCNK9
ENSG00000101916,51311,TLR8
ENSG00000132313,51318,MRPL35
ENSG00000090487,51324,SPG21
ENSG00000276977,5133,PDCD1
ENSG00000188389,5133,PDCD1
ENSG00000006327,51330,TNFRSF12A
ENSG00000101343,51340,CRNKL1
ENSG00000105325,51343,FZR1
ENSG00000135090,51347,TAOK3
ENSG00000115252,5136,PDE1A
ENSG00000012174,51360,MBTPS2
ENSG00000168438,51362,CDC40
ENSG00000182022,51363,CHST15
ENSG00000144837,51365,PLA1A
ENSG00000104517,51366,UBR5
ENSG00000167272,51367,POP5
ENSG00000154678,5137,PDE1C
ENSG00000132963,51371,POMP
ENSG00000239789,51373,MRPS17
ENSG00000101280,51378,ANGPT4
ENSG00000186642,5138,PDE2A
ENSG00000139631,51380,CSAD
ENSG00000100554,51382,ATP6V1D
ENSG00000002745,51384,WNT16
ENSG00000164048,51385,ZNF589
ENSG00000172572,5139,PDE3A
ENSG00000187688,51393,TRPV2
ENSG00000124172,514,ATP5F1E
ENSG00000152270,5140,PDE3B
ENSG00000065989,5141,PDE4A
ENSG00000077080,51412,ACTL6B
ENSG00000184588,5142,PDE4B
ENSG00000114019,51421,AMOTL2
ENSG00000106617,51422,PRKAG2
ENSG00000122008,51426,POLK
ENSG00000196247,51427,ZNF107
ENSG00000130340,51429,SNX9
ENSG00000285188,5143,
ENSG00000105650,5143,PDE4C
ENSG00000089053,51433,ANAPC5
ENSG00000196510,51434,ANAPC7
ENSG00000113448,5144,PDE4D
ENSG00000068745,51447,IP6K2
ENSG00000116005,51449,PCYOX1
ENSG00000132915,5145,PDE6A
ENSG00000135945,51455,REV1
ENSG00000095464,5146,PDE6C
ENSG00000198833,51465,UBE2J1
ENSG00000196405,51466,EVL
ENSG00000156973,5147,PDE6D
ENSG00000105655,51477,ISYNA1
ENSG00000132196,51478,HSD17B7
ENSG00000185527,5148,PDE6G
ENSG00000139053,5149,PDE6H
ENSG00000074696,51495,HACD3
ENSG00000101158,51497,NELFCD
